social_class,race,age,sex,college_degree,income_category,religion,religious_service_freq,party_id_3cat,party_id_7cat,ft_hillary_clinton,ft_donald_trump,ft_libertarian_pres_cand,ft_green_pres_cand,ft_john_roberts,ft_pope_francis,ft_christian_fundamentalists,ft_feminists,ft_liberals,ft_labor_unions,ft_poor_people,ft_big_business,ft_conservatives,ft_us_supreme_court,ft_gay_men_and_lesbians,ft_congress,ft_rich_people,ft_muslims,ft_christians,ft_jews,ft_tea_party,ft_police,ft_transgender_people,ft_scientists,ft_black_lives_matter
Working Class,White,87,Female,No College Degree,NA,Undifferentiated Christian,Every Week,No Preference,"Independent, leans Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,26,Male,No College Degree,Less than $50k,Jewish,NA,Republican,Weak Republican,0,85,30,0,60,15,70,0,0,40,50,70,85,60,0,40,60,0,85,85,70,100,0,60,0
Middle Class,Hispanic,34,Female,No College Degree,Less than $50k,Other Religion,Every Week,Republican,Weak Republican,60,40,60,40,60,60,70,70,70,60,70,60,70,60,70,60,70,70,70,70,70,85,85,70,60
Middle Class,White,33,Female,College Degree,Between $100k and $250k,Undifferentiated Christian,A Few Times a Year,Independent,"Independent, leans Democrat",70,0,60,30,60,85,30,100,100,70,85,60,40,85,100,40,100,100,100,100,30,85,85,100,100
NA,White,57,Male,No College Degree,Less than $50k,Undifferentiated Christian,Every Week,Republican,Weak Republican,15,40,NA,50,50,60,50,40,50,30,50,50,50,50,50,50,50,50,50,70,50,60,50,60,50
Working Class,White,27,Male,No College Degree,Between $100k and $250k,NA,Almost Every Week,Independent,"Independent, leans Republican",0,60,70,50,NA,85,50,50,50,40,50,50,50,0,60,15,60,50,70,50,50,85,50,50,40
NA,Hispanic,38,Female,No College Degree,Between $50k and $100k,Evangelical Protestant,NA,Independent,"Independent, leans Republican",0,85,50,0,50,50,85,0,15,40,70,70,70,85,50,60,70,0,85,85,40,85,50,50,70
Working Class,White,81,Male,No College Degree,Less than $50k,Not Religious,NA,Democrat,Strong Democrat,100,0,NA,NA,50,NA,60,50,50,100,70,60,60,80,60,80,30,0,90,90,NA,90,70,NA,30
Working Class,White,51,Female,College Degree,Less than $50k,Mainline Protestant,Once or Twice a Month,Independent,"Independent, leans Democrat",40,0,50,50,50,85,NA,50,60,40,70,40,40,40,70,40,40,50,70,70,50,60,60,60,50
Middle Class,White,75,Female,No College Degree,Less than $50k,Mainline Protestant,Every Week,Independent,"Independent, leans Democrat",60,15,NA,50,NA,85,70,60,70,60,60,70,70,60,30,60,NA,60,100,85,15,85,15,NA,85
NA,White,74,Female,No College Degree,Less than $50k,Roman Catholic,Once or Twice a Month,Republican,Strong Republican,0,100,NA,70,70,100,70,50,0,85,100,100,85,85,70,70,70,15,100,70,85,85,70,100,0
Middle Class,White,43,Male,College Degree,Between $100k and $250k,Roman Catholic,NA,Independent,"Independent, leans Democrat",15,15,0,50,70,50,0,60,100,100,85,0,0,100,50,50,0,85,0,100,0,50,70,100,85
Middle Class,White,58,Male,College Degree,Between $100k and $250k,Roman Catholic,A Few Times a Year,Democrat,Strong Democrat,60,30,50,50,70,100,60,70,70,70,100,60,60,85,85,60,40,60,70,60,50,70,70,100,100
Lower Class,White,36,Female,College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans Democrat",75,0,100,90,40,85,10,90,90,65,90,20,30,60,100,50,15,75,50,85,10,50,100,80,75
Middle Class,White,23,Female,College Degree,Less than $50k,Roman Catholic,Every Week,Republican,Weak Republican,40,60,NA,NA,NA,85,60,60,50,50,50,60,60,50,100,50,50,50,70,85,50,70,85,60,70
NA,White,88,Female,No College Degree,Less than $50k,Evangelical Protestant,NA,Republican,Strong Republican,0,85,50,50,70,60,100,50,50,30,100,70,100,60,50,70,100,30,100,100,85,100,60,70,50
Middle Class,White,57,Female,No College Degree,Between $50k and $100k,Evangelical Protestant,A Few Times a Year,Independent,"Independent, leans Republican",0,85,50,50,60,60,100,70,60,85,85,85,85,60,30,60,85,30,100,85,0,100,0,85,0
Working Class,White,59,Female,College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Strong Democrat,70,0,60,85,50,85,15,100,100,50,100,15,50,60,100,50,50,100,60,100,0,70,100,100,85
Middle Class,White,86,Female,College Degree,Less than $50k,Roman Catholic,Every Week,Republican,Strong Republican,0,70,50,30,60,100,50,40,40,60,70,70,85,60,30,60,60,50,85,85,60,85,40,85,0
NA,Hispanic,57,Male,No College Degree,NA,Roman Catholic,NA,Democrat,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,White,84,Female,No College Degree,Less than $50k,Roman Catholic,Every Week,No Preference,"Independent, leans neither",0,85,NA,NA,NA,50,50,50,50,50,70,50,50,60,50,60,50,50,70,70,50,70,50,50,40
NA,Hispanic,60,Male,No College Degree,Less than $50k,Evangelical Protestant,NA,Democrat,Weak Democrat,100,0,60,60,60,70,85,15,85,50,85,70,70,60,0,70,70,30,85,60,50,85,15,70,70
Working Class,White,45,Male,College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Strong Democrat,60,0,40,60,70,100,30,85,85,85,85,30,NA,70,100,15,50,85,70,100,15,NA,85,100,70
NA,White,30,Male,No College Degree,Less than $50k,NA,NA,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,White,78,Male,No College Degree,Less than $50k,Roman Catholic,Every Week,Independent,"Independent, leans neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Black,72,Female,College Degree,Less than $50k,Evangelical Protestant,Every Week,Democrat,Strong Democrat,85,0,NA,NA,NA,85,50,70,50,70,NA,30,70,60,50,70,50,70,85,NA,0,60,NA,100,70
NA,White,36,Male,College Degree,Between $50k and $100k,Evangelical Protestant,NA,Independent,"Independent, leans Democrat",60,30,50,40,40,15,15,40,50,50,50,40,40,50,50,15,15,30,60,50,0,30,50,85,0
NA,White,86,Male,No College Degree,Less than $50k,Undifferentiated Christian,NA,Democrat,Strong Democrat,100,70,NA,NA,NA,100,85,100,85,85,100,85,85,100,70,85,85,60,100,100,100,100,100,100,NA
Middle Class,White,55,NA,College Degree,Between $100k and $250k,Not Religious,NA,Democrat,Strong Democrat,85,0,50,50,30,50,0,100,100,30,100,50,70,70,100,30,70,85,85,100,30,100,100,100,85
NA,White,50,Female,No College Degree,Between $50k and $100k,Evangelical Protestant,A Few Times a Year,Independent,"Independent, leans Republican",40,40,50,50,50,70,NA,50,50,40,60,30,50,60,50,50,50,50,70,60,50,70,40,50,30
NA,Black,68,Male,No College Degree,Less than $50k,Evangelical Protestant,Once or Twice a Month,Democrat,Weak Democrat,85,50,NA,50,NA,85,60,50,85,100,60,85,40,60,70,50,70,60,60,85,40,50,70,85,100
Middle Class,White,69,Male,College Degree,Less than $50k,Mainline Protestant,NA,Democrat,Strong Democrat,60,15,50,85,40,50,15,60,70,60,60,30,40,40,50,30,40,50,50,50,15,70,50,85,60
Lower Class,White,62,Female,No College Degree,Between $50k and $100k,Undifferentiated Christian,A Few Times a Year,Independent,"Independent, leans Republican",0,100,50,15,50,85,50,40,40,40,70,50,70,60,85,40,70,70,85,100,60,85,85,85,0
NA,White,42,Male,No College Degree,Less than $50k,Roman Catholic,NA,Independent,"Independent, leans Republican",30,70,NA,NA,NA,70,60,50,30,70,85,40,60,60,50,60,50,30,70,50,30,85,50,85,30
NA,Other,42,Female,No College Degree,Between $50k and $100k,Mainline Protestant,NA,Democrat,Weak Democrat,70,70,50,50,50,50,70,60,70,60,70,15,40,70,50,15,70,0,70,70,0,15,50,85,0
Working Class,White,25,Male,No College Degree,NA,Roman Catholic,A Few Times a Year,Independent,"Independent, leans Republican",30,70,85,NA,50,100,60,30,30,70,50,15,7,70,50,30,50,0,100,50,60,100,50,100,40
Middle Class,Hispanic,55,Male,No College Degree,Between $50k and $100k,Roman Catholic,NA,Independent,"Independent, leans Republican",0,85,0,30,50,85,50,85,15,0,85,60,85,70,85,0,70,70,85,85,85,100,85,70,30
Working Class,White,76,Female,College Degree,Between $50k and $100k,Roman Catholic,Every Week,Democrat,Strong Democrat,100,30,NA,50,85,100,40,70,70,100,85,40,50,70,70,70,50,70,85,85,50,85,50,85,100
NA,White,31,Female,College Degree,Less than $50k,Not Religious,NA,Democrat,Strong Democrat,85,0,40,40,NA,60,0,100,100,85,85,30,30,60,100,40,60,100,30,100,0,40,100,100,100
NA,White,52,Male,No College Degree,Less than $50k,Not Religious,NA,Democrat,Weak Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Class,Hispanic,35,Male,College Degree,Between $50k and $100k,Not Religious,NA,Independent,"Independent, leans Democrat",40,30,15,30,50,60,30,70,70,50,100,40,60,60,100,15,40,70,85,85,0,60,100,100,70
Middle Class,Black,25,Male,No College Degree,Between $50k and $100k,Mainline Protestant,Almost Every Week,Democrat,Strong Democrat,100,0,40,50,70,50,60,60,NA,85,0,60,50,60,0,50,70,50,85,15,50,70,0,85,100
NA,Indigenous Americans,34,Female,No College Degree,Between $50k and $100k,Undifferentiated Christian,Once or Twice a Month,Republican,Strong Republican,0,15,60,60,50,85,50,60,70,60,70,60,70,50,70,50,70,70,70,85,70,70,60,70,70
NA,White,38,Female,No College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans neither",50,60,50,50,50,85,50,50,50,30,50,30,50,50,50,30,0,50,50,50,50,85,50,70,0
Middle Class,White,73,NA,College Degree,NA,Roman Catholic,Every Week,Independent,"Independent, leans Republican",15,85,50,0,60,85,70,50,40,50,100,70,85,70,40,30,50,50,100,100,85,100,40,85,0
Working Class,White,52,Female,College Degree,Between $50k and $100k,Evangelical Protestant,Every Week,Democrat,Weak Democrat,60,30,NA,50,50,90,80,50,60,60,80,50,80,70,80,40,70,70,80,90,NA,80,70,70,80
NA,White,66,Female,No College Degree,Between $100k and $250k,Roman Catholic,A Few Times a Year,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,White,65,Female,No College Degree,Less than $50k,Roman Catholic,NA,Democrat,Weak Democrat,85,0,NA,50,60,60,50,30,50,60,60,40,40,30,50,40,30,40,60,50,50,60,50,85,50
Lower Class,White,45,Female,College Degree,Between $100k and $250k,Evangelical Protestant,Almost Every Week,Republican,Strong Republican,0,70,50,40,40,50,50,15,0,40,50,30,60,15,50,15,50,30,50,50,30,15,50,50,0
Middle Class,White,59,Male,No College Degree,Less than $50k,Undifferentiated Christian,Once or Twice a Month,Republican,Strong Republican,40,85,60,70,70,85,70,50,40,70,50,60,60,85,30,70,60,15,70,50,50,100,50,85,50
NA,Hispanic,25,Male,No College Degree,Less than $50k,Roman Catholic,A Few Times a Year,Independent,"Independent, leans Republican",0,0,40,60,50,50,70,50,15,60,70,40,15,40,50,50,70,50,50,50,40,60,50,60,50
Middle Class,White,37,Female,College Degree,More than $250k,Not Religious,NA,Democrat,Strong Democrat,70,0,50,70,70,50,40,85,85,70,85,60,60,70,85,40,70,85,85,100,30,85,85,85,85
NA,White,66,Female,No College Degree,Less than $50k,Undifferentiated Christian,NA,Democrat,Strong Democrat,50,60,50,50,50,70,50,60,60,50,70,50,60,85,40,70,40,60,60,50,50,100,50,85,7
Middle Class,White,74,Male,College Degree,Less than $50k,Roman Catholic,Every Week,Republican,Strong Republican,0,85,NA,15,70,100,40,30,15,15,70,60,70,50,15,30,70,30,85,70,85,85,30,70,NA
NA,Asian/Pacific Islander,28,Male,College Degree,Between $50k and $100k,Other Religion,Once or Twice a Month,No Preference,"Independent, leans neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Black,57,Female,No College Degree,Less than $50k,Evangelical Protestant,Once or Twice a Month,Democrat,Strong Democrat,100,0,NA,NA,70,NA,100,70,70,85,100,85,85,100,100,85,85,85,85,70,70,85,70,100,85
NA,White,27,Male,No College Degree,Between $50k and $100k,Evangelical Protestant,A Few Times a Year,No Preference,"Independent, leans neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,White,24,Male,No College Degree,Between $50k and $100k,Undifferentiated Christian,NA,Democrat,Weak Democrat,50,60,50,50,NA,60,40,60,60,70,50,30,50,50,60,30,50,50,60,50,60,85,50,70,50
Middle Class,White,23,Male,No College Degree,Less than $50k,Undifferentiated Christian,Almost Every Week,NA,"Independent, leans Republican",50,40,50,70,60,50,50,50,60,85,70,50,70,70,70,70,50,50,100,70,50,100,50,50,85
Working Class,White,43,Male,College Degree,Between $50k and $100k,Mainline Protestant,NA,Independent,"Independent, leans Democrat",40,70,40,40,50,85,40,40,60,60,100,70,40,60,50,50,30,100,85,100,15,60,100,100,30
NA,White,58,Female,College Degree,Between $100k and $250k,Undifferentiated Christian,A Few Times a Year,Independent,"Independent, leans Republican",0,30,50,50,NA,100,40,70,40,50,50,40,50,70,50,30,50,50,70,50,50,85,50,85,40
Middle Class,Black,42,Female,No College Degree,Less than $50k,Undifferentiated Christian,Almost Every Week,Democrat,Strong Democrat,85,50,50,50,50,50,100,85,50,85,100,50,70,50,50,50,50,60,100,100,50,70,50,70,100
NA,Indigenous Americans,57,Female,No College Degree,Less than $50k,Roman Catholic,NA,Democrat,Weak Democrat,70,0,50,NA,60,100,70,50,50,60,85,70,70,50,50,50,50,85,60,60,100,100,50,100,60
Lower Class,Other,30,Female,No College Degree,Less than $50k,Evangelical Protestant,Once or Twice a Month,No Preference,"Independent, leans Democrat",60,85,50,50,50,50,85,100,100,85,100,100,100,100,0,100,70,NA,100,85,50,100,0,100,85
NA,Black,69,Male,No College Degree,Less than $50k,Evangelical Protestant,Almost Every Week,Democrat,Weak Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,White,87,Female,No College Degree,Less than $50k,Mainline Protestant,Every Week,Republican,Weak Republican,40,100,40,15,15,85,70,50,15,100,70,70,30,40,0,70,50,0,100,40,50,85,30,85,40
Lower Class,White,56,Male,No College Degree,Between $50k and $100k,Roman Catholic,A Few Times a Year,Republican,Strong Republican,30,75,40,40,50,80,55,60,60,55,85,70,75,55,60,30,65,60,95,80,80,70,50,85,30
Middle Class,Other,18,Male,No College Degree,Less than $50k,Not Religious,NA,Republican,Weak Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,23,Male,No College Degree,Less than $50k,Not Religious,NA,Republican,Weak Republican,15,40,60,50,50,40,30,30,30,30,40,60,70,70,85,40,40,30,60,85,60,70,40,100,0
Working Class,Hispanic,71,Male,No College Degree,Between $50k and $100k,Roman Catholic,Every Week,Republican,Weak Republican,0,15,15,NA,50,60,50,50,15,40,50,60,85,60,50,15,50,50,70,50,70,100,50,85,15
Working Class,White,19,Female,No College Degree,Less than $50k,Roman Catholic,Once or Twice a Month,Democrat,Strong Democrat,70,15,50,85,50,100,15,70,85,70,70,30,30,70,85,50,40,85,70,50,15,70,100,100,100
Lower Class,White,44,Male,No College Degree,Less than $50k,Evangelical Protestant,A Few Times a Year,Independent,"Independent, leans Democrat",50,70,NA,40,60,50,70,60,60,60,70,85,70,70,60,70,50,60,70,60,70,70,60,70,60
NA,White,21,Female,No College Degree,Less than $50k,Undifferentiated Christian,NA,Independent,"Independent, leans neither",40,40,NA,NA,NA,50,50,30,50,50,50,60,50,50,60,50,30,60,70,50,50,60,60,40,30
Working Class,White,67,Male,No College Degree,Less than $50k,Evangelical Protestant,NA,Independent,"Independent, leans Democrat",85,0,NA,NA,60,60,50,40,40,50,70,50,30,60,50,40,85,40,85,30,40,85,30,100,40
Lower Class,Hispanic,23,Female,No College Degree,Less than $50k,Roman Catholic,A Few Times a Year,Independent,"Independent, leans Republican",60,30,50,50,NA,NA,50,50,50,50,0,60,60,50,15,40,50,40,50,50,50,40,50,50,70
Middle Class,Other,41,Female,College Degree,Between $100k and $250k,Roman Catholic,NA,Democrat,Strong Democrat,85,30,60,40,50,85,0,85,85,60,60,15,15,40,85,30,40,30,40,70,15,70,85,70,70
NA,White,49,Male,No College Degree,Between $100k and $250k,Evangelical Protestant,Once or Twice a Month,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,White,78,Female,No College Degree,Less than $50k,Evangelical Protestant,Every Week,Republican,Strong Republican,0,85,50,50,60,60,100,40,0,40,85,60,100,70,0,40,60,50,100,70,100,100,15,50,0
NA,Hispanic,74,Female,College Degree,Between $100k and $250k,Roman Catholic,Almost Every Week,Republican,Strong Republican,15,100,50,0,50,15,85,15,15,15,50,85,100,50,0,50,85,15,85,85,85,85,0,85,0
NA,White,40,Female,No College Degree,Between $50k and $100k,Undifferentiated Christian,A Few Times a Year,Independent,"Independent, leans neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Class,White,53,Male,College Degree,Between $100k and $250k,Roman Catholic,NA,Independent,"Independent, leans Republican",30,60,85,60,70,100,15,60,15,60,15,85,15,70,70,0,40,50,85,60,0,15,60,90,15
Lower Class,White,63,Male,No College Degree,Between $50k and $100k,Evangelical Protestant,Every Week,Republican,Weak Republican,0,30,15,15,100,15,100,15,0,15,85,60,60,60,50,60,60,40,100,100,60,100,50,50,0
Lower Class,White,65,Female,No College Degree,Between $100k and $250k,Roman Catholic,Every Week,Republican,Strong Republican,15,85,15,15,60,100,50,15,30,15,50,50,60,70,50,30,50,50,50,50,60,85,50,50,15
Working Class,White,64,Female,College Degree,Between $50k and $100k,Evangelical Protestant,Once or Twice a Month,Republican,Weak Republican,30,70,50,40,60,85,40,40,60,70,50,60,40,60,50,40,50,50,85,70,50,85,50,70,60
Working Class,White,24,Male,College Degree,Between $100k and $250k,Not Religious,NA,Republican,Strong Republican,40,15,50,40,70,100,50,50,40,30,50,50,70,70,50,30,50,50,50,50,0,70,50,85,50
NA,Black,50,Male,No College Degree,Less than $50k,Undifferentiated Christian,Almost Every Week,Independent,"Independent, leans Democrat",100,50,50,70,70,100,100,100,85,100,100,100,100,100,0,100,85,50,100,100,50,100,0,100,100
NA,Black,23,Female,No College Degree,Between $50k and $100k,Evangelical Protestant,Once or Twice a Month,Other,"Independent, leans Democrat",50,50,85,50,60,50,100,60,85,60,70,70,60,70,85,85,50,85,100,85,70,100,85,85,85
Middle Class,White,25,Male,College Degree,Less than $50k,Mainline Protestant,NA,Democrat,Strong Democrat,85,0,15,0,40,100,70,70,70,85,85,15,15,85,85,30,50,85,85,85,0,85,85,70,85
Middle Class,White,44,Female,College Degree,Between $50k and $100k,Mainline Protestant,Almost Every Week,Independent,"Independent, leans Republican",0,30,60,40,50,85,40,60,50,40,60,40,70,50,85,50,50,60,85,85,50,60,70,85,60
Middle Class,White,76,Female,College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Strong Democrat,100,0,0,0,60,40,0,100,85,85,100,40,0,70,85,15,30,60,40,70,0,70,70,100,85
Middle Class,White,68,Male,College Degree,Between $100k and $250k,Evangelical Protestant,Every Week,Independent,"Independent, leans Republican",0,0,30,0,70,100,60,85,30,15,70,70,85,100,40,15,70,85,100,100,30,100,50,100,60
Working Class,White,21,Female,No College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans Republican",85,50,NA,50,70,60,85,60,60,40,85,70,50,70,85,85,70,85,85,50,70,70,70,70,85
NA,White,67,Female,No College Degree,Less than $50k,Undifferentiated Christian,Every Week,Democrat,Weak Democrat,30,15,70,50,60,50,60,30,40,60,70,60,60,70,30,40,50,50,85,70,50,70,30,60,40
Working Class,White,68,Female,No College Degree,Between $50k and $100k,Roman Catholic,Once or Twice a Month,Republican,Strong Republican,0,85,50,15,85,70,60,40,15,30,85,50,85,70,50,70,70,40,85,60,60,85,50,70,15
Middle Class,Asian/Pacific Islander,35,Female,College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Strong Democrat,85,0,50,60,NA,60,0,100,85,50,50,60,40,70,100,50,50,50,50,50,15,60,100,100,100
Middle Class,White,61,Male,No College Degree,Between $50k and $100k,Not Religious,NA,Republican,Weak Republican,30,70,50,60,50,100,70,50,40,30,60,70,70,60,50,40,50,40,60,50,40,85,40,70,30
NA,White,25,Male,College Degree,Less than $50k,Not Religious,NA,Democrat,Weak Democrat,60,0,50,85,NA,50,15,100,85,85,85,15,60,NA,100,0,NA,NA,NA,NA,0,40,100,100,100
Working Class,White,67,Male,No College Degree,Less than $50k,Evangelical Protestant,A Few Times a Year,Democrat,Strong Democrat,0,85,NA,0,50,85,15,0,70,100,70,30,15,60,0,15,60,15,100,85,0,100,0,100,0
NA,White,69,Male,College Degree,Less than $50k,Roman Catholic,Once or Twice a Month,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,68,Female,College Degree,Between $100k and $250k,Roman Catholic,Almost Every Week,Independent,"Independent, leans Republican",15,60,NA,NA,70,100,50,100,40,85,100,50,85,70,50,50,50,85,100,100,50,100,100,85,0
